adm0_name,adm1_name,reff_random_effect,sia_random_effect
ALGERIA,ADRAR,-0.6807816256881843,0.0142084107780228
ALGERIA,AIN_DAFLA,-0.8785931420104728,0.0518712209187642
ALGERIA,AIN_TEMOUCHENT,-0.816420389989049,0.0251460463464715
ALGERIA,ALGER,-0.9597321748233816,0.0781461700136359
ALGERIA,ANNABA,-0.7674346180843687,0.1034856105977505
ALGERIA,BATNA,-0.7624764697962612,0.0916709636762543
ALGERIA,BECHAR,-0.7582618241150924,0.0302925606261446
ALGERIA,BEJAIA,-0.8428055434400505,0.0895150060909975
ALGERIA,BISKRA,-0.6752045331310684,0.0958210684899102
ALGERIA,BLIDA,-0.9167770806407994,0.065644237240661
ALGERIA,BORDJ_BOU_ARRERIDJ,-0.837015587723524,0.0746289159912121
ALGERIA,BOUIRA,-0.8912375393594334,0.0747031278491641
ALGERIA,BOUMERDES,-0.8976966310443868,0.0485781576600449
ALGERIA,CHLEF,-0.8882232356473643,0.0526188623411037
ALGERIA,CONSTANTINE,-0.7782294286231142,0.0988357808859152
ALGERIA,DJELFA,-0.7363658251007844,0.0919940210171158
ALGERIA,EL_BAYADH,-0.7067519672379933,0.0536612593895902
ALGERIA,EL_OUED,-0.508125539915047,0.1039205171110414
ALGERIA,EL_TARF,-0.6925970281022307,0.121639313867598
ALGERIA,GHARDAIA,-0.6341160031555417,0.0943342548544765
ALGERIA,GUELMA,-0.7398028377296824,0.1054568597535017
ALGERIA,ILISII,-0.5457412910056418,0.18667538629994
ALGERIA,JIJEL,-0.8027619502733214,0.0929984112114839
ALGERIA,KHENCHELA,-0.6588113423778825,0.0931209656199533
ALGERIA,LAGHOUAT,-0.7274900284238056,0.0745464069692736
ALGERIA,MSILA,-0.8082136259618291,0.0773975511334629
ALGERIA,MASCARA,-0.8829812466061361,0.0488683972220329
ALGERIA,MEDEA,-0.827040905693023,0.0494449870449185
ALGERIA,MILA,-0.808904375947623,0.1027040561329035
ALGERIA,MOSTAGANEM,-0.8419292913210612,0.058021742207803
ALGERIA,NAAMA,-0.7940138205133289,0.0444003474755491
ALGERIA,ORAN,-0.8931556344243339,0.0374629255318395
ALGERIA,OUARGLA,-0.469478509476515,0.1121782619685154
ALGERIA,OUM_EL_BOUAGHI,-0.7850451049147567,0.0916075778198543
ALGERIA,RELIZANE,-0.8805861984662146,0.0506379642560561
ALGERIA,SAIDA,-0.8173640984434076,0.0313648737962081
ALGERIA,SETIF,-0.8410610502109603,0.0774320612398575
ALGERIA,SIDI_BEL_ABBES,-0.8403373494458205,0.0587933040814
ALGERIA,SKIKDA,-0.749052477034372,0.0897899134012887
ALGERIA,SOUK_AHRAS,-0.7442965241104015,0.1140626427573661
ALGERIA,TAMANGHASSET,-0.5592713847641071,0.142544095853543
ALGERIA,TEBESSA,-0.7318411170624736,0.10305950795631
ALGERIA,TIARET,-0.8278358849381094,0.0581052023806676
ALGERIA,TINDOUF,-0.7429147616282418,-0.0212513773321173
ALGERIA,TIPAZA,-0.9219827635174204,0.066607977462845
ALGERIA,TISSEMSILT,-0.8123690918413623,0.0471649377892433
ALGERIA,TIZI_OUZOU,-0.8396401987112476,0.0492197385873509
ALGERIA,TLEMCEN,-0.8326539168398813,0.0399685264188497
ANGOLA,BENGO,1.813618884327702,-0.3466147807059608
ANGOLA,BENGUELA,1.9335831916345751,-0.7562391545432728
ANGOLA,BIE,1.2811690387633023,-0.4555809933261181
ANGOLA,CABINDA,1.0857905820844411,-0.292267442017611
ANGOLA,CUANDO_CUBANGO,1.448051142857878,-0.3753149842985444
ANGOLA,CUANZA_NORTE,1.7225951204283827,-0.2916896669073723
ANGOLA,CUANZA_SUL,2.3920094903580256,-0.4237184137871327
ANGOLA,CUNENE,0.9974831558475772,-0.4712424179163705
ANGOLA,HUAMBO,2.3458651851608834,-0.86322464382425
ANGOLA,HUILA,1.3955693095041322,-0.6304167236427537
ANGOLA,LUANDA,2.012401012842295,0.0165674014738191
ANGOLA,LUNDA_NORTE,1.1735727958594666,-0.3601212978579819
ANGOLA,LUNDA_SUL,1.72647703915207,-0.3747434909109367
ANGOLA,MALANJE,1.3912930580170266,-0.4652244468921103
ANGOLA,MOXICO,1.6678971712505286,-0.3457918198537326
ANGOLA,NAMIBE,1.173985977570962,-0.5696955853075927
ANGOLA,UIGE,1.4571102390527118,-0.4922161031063443
ANGOLA,ZAIRE,1.1385156508897083,-0.418332798635588
BENIN,ALIBORI,0.5401520302094884,0.1324953216792201
BENIN,ATACORA,0.7944535116436573,-0.1657665739128123
BENIN,ATLANTIQUE,0.6974379396344935,0.3300259409428825
BENIN,BORGOU,1.104118209328767,8.822592721394461e-05
BENIN,COLLINES,0.3434023196964123,0.124356587440714
BENIN,COUFFO,0.5168531841572679,-0.0186906659959473
BENIN,DONGA,0.6536159671912147,-0.147592364389474
BENIN,LITTORAL,0.7267763935210771,0.8378047754946362
BENIN,MONO,0.512711125156139,-0.0223177481198741
BENIN,OUEME,0.4735990161324304,0.4131701476157199
BENIN,PLATEAU,0.4099568284433716,0.247894962237973
BENIN,ZOU,0.4934238629423659,0.1062804476419662
BOTSWANA,BOBIRWA,-0.4608449074716426,-0.2481531333969835
BOTSWANA,BOTETI,-0.5380652761868332,-0.2489796362085357
BOTSWANA,CHOBE,-0.40063547763167,-0.2260279090018297
BOTSWANA,FRANCISTOWN,-0.5121143998718999,-0.2699715965985093
BOTSWANA,GABORONE,-0.671041882529248,-0.2576832955373156
BOTSWANA,GANTSI,-0.4075529468260071,-0.2537422446159051
BOTSWANA,GOODHOPE,-0.5881594065787787,-0.2701038105940279
BOTSWANA,HUKUNTSI,-0.5379328544913079,-0.285547548645818
BOTSWANA,JWANENG,-0.5858379517804336,-0.2717684535047749
BOTSWANA,KANYE_MOSHUPA,-0.6002553825947411,-0.2602020014099372
BOTSWANA,KGALAGADI_SOUTH,-0.5746624464464078,-0.2695382911151339
BOTSWANA,KGATLENG,-0.6200652051808275,-0.2513815537792771
BOTSWANA,KWENENG_EAST,-0.6322861810756069,-0.2508633795464583
BOTSWANA,KWENENG_WEST,-0.5889003474735388,-0.2601998278366706
BOTSWANA,LOBATSE,-0.5653627094713409,-0.2446814585111681
BOTSWANA,MABUTSANE,-0.5593627239442618,-0.2891815829000047
BOTSWANA,MAHALAPYE,-0.5461604160936084,-0.2475412534292838
BOTSWANA,NGAMI,-0.471684937000186,-0.2975695790616148
BOTSWANA,NORTH_EAST,-0.5107924234929107,-0.2095092813717257
BOTSWANA,OKAVANGO,-0.4870963398986842,-0.3318109259245656
BOTSWANA,SELIBE_PHIKWE,-0.4771352393515632,-0.2335231923556268
BOTSWANA,SEROWE_PALAPYE,-0.5067812147535525,-0.2599257586259658
BOTSWANA,SOUTH_EAST,-0.5874554837264873,-0.2619529870815675
BOTSWANA,TUTUME,-0.5151237391519466,-0.2377323252349654
BURKINA_FASO,BANFORA,1.5602456637382114,-0.4367096952527031
BURKINA_FASO,BOBO,1.468792163022829,-0.4946244855249342
BURKINA_FASO,DEDOUGOU,1.4945950675845123,-0.4756745491981393
BURKINA_FASO,DORI,1.7633443294350342,-0.3075218571803209
BURKINA_FASO,FADA,1.2693247928618363,-0.2339858574197815
BURKINA_FASO,GAOUA,1.5863646024351292,-0.4161895095047292
BURKINA_FASO,KAYA,1.6171871490840335,-0.3354151457469809
BURKINA_FASO,KOUDOUGOU,1.6386311768803652,-0.5573386959112097
BURKINA_FASO,MANGA,1.2077255916436058,-0.511802182890861
BURKINA_FASO,OUAGADOUGOU,1.7282951450023498,-0.6338610394631377
BURKINA_FASO,OUAHIGOUYA,1.2409601470619631,-0.4222559156722278
BURKINA_FASO,TENKODOGO,1.612205089855942,-0.4353957042372636
BURKINA_FASO,ZINIARE,1.3652218630793405,-0.4334788316864379
BURUNDI,BUBANZA,-0.3361694327672146,0.1455518041514239
BURUNDI,BUJUMBURA_MAIRIE,-0.5075014778671241,0.1650640409439257
BURUNDI,BUJUMBURA_RURAL,0.0672967542508667,0.1440670588265468
BURUNDI,BURURI,-0.3638801745274346,0.1249126471721796
BURUNDI,CANKUZO,-0.3942531942653607,0.1307926198385677
BURUNDI,CIBITOKE,-0.188079119659049,0.1531504405158442
BURUNDI,GITEGA,-0.4277401959195547,0.1412459242309533
BURUNDI,KARUSI,-0.4538397242046618,0.1144733848963006
BURUNDI,KAYANZA,-0.2554335559369116,0.1090103123716037
BURUNDI,KIRUNDO,-0.484039537245773,0.0948880401107571
BURUNDI,MAKAMBA,-0.3586153132254847,0.1369451968896556
BURUNDI,MURAMVYA,-0.3266443902805971,0.1347145411397448
BURUNDI,MUYINGA,-0.4802930396981873,0.1077289144922248
BURUNDI,MWARO,-0.3537229043417627,0.1307557145369982
BURUNDI,NGOZI,-0.4838909488526758,0.1199226961845789
BURUNDI,RUMONGE,-0.3219356614211903,0.1663888888476733
BURUNDI,RUTANA,-0.4544538711300751,0.1278356870421673
BURUNDI,RUYIGI,-0.421819868982441,0.114887004731871
CAMEROON,ADAMAOUA,-0.0710632974603896,0.2273178424852306
CAMEROON,CENTRE,-0.2409792237948952,0.1164948236754522
CAMEROON,EST,0.7072452365380137,0.5114711779311738
CAMEROON,EXTREME_NORD,0.2548677564491665,0.312634732295262
CAMEROON,LITTORAL,-0.2351872861059876,0.1148563830212141
CAMEROON,NORD,-0.1668264377720757,0.2489092374146367
CAMEROON,NORD_OUEST,-0.2331420090764027,0.1891782385350969
CAMEROON,OUEST,-0.0439675666421389,0.1538585762389828
CAMEROON,SUD,-0.1534639247209847,0.0914283148008524
CAMEROON,SUD_OUEST,-0.4367156732961615,0.1812513416298596
CENTRAL_AFRICAN_REPUBLIC,RS1,1.96142124738806,0.1239154758387877
CENTRAL_AFRICAN_REPUBLIC,RS2,1.9016629869164767,0.2018704919926265
CENTRAL_AFRICAN_REPUBLIC,RS3,1.6520563843649707,0.1964048197715892
CENTRAL_AFRICAN_REPUBLIC,RS4,1.8071133156973216,0.2062846401522611
CENTRAL_AFRICAN_REPUBLIC,RS5,1.6387496941585402,0.1904766096249616
CENTRAL_AFRICAN_REPUBLIC,RS6,2.0473958344798646,0.2321278283105228
CENTRAL_AFRICAN_REPUBLIC,RS7,1.4414976866745537,-0.1204362548890036
CHAD,BAHR_ELGHAZAL,0.7794656561735865,0.4670629836791898
CHAD,BATHA,1.4129189546954015,0.4194130604249922
CHAD,BORKOU,0.973649727831795,0.3585137452149257
CHAD,CHARI_BAGUIRMI,1.4462918822995343,0.4184936403853789
CHAD,DAR_SILA,1.1464506417218645,0.6681257547872321
CHAD,ENNEDI_EST,1.03225082698172,0.216508431981246
CHAD,ENNEDI_OUEST,1.1836701854148053,0.4430448871076603
CHAD,GUERA,1.341861457754837,0.4593319231869551
CHAD,HADJER_LAMIS,1.2077834489465975,0.5482338588670602
CHAD,KANEM,1.0902259382121369,0.6944132323587547
CHAD,LAC,1.347246513264058,0.5087656386852264
CHAD,LOGONE_OCCIDENTAL,1.439466041945,0.5586534029751614
CHAD,LOGONE_ORIENTAL,1.872617648746641,0.4398975757638966
CHAD,MANDOUL,0.7838459351165111,0.5558988227084798
CHAD,MAYO_KEBBI_EST,1.296596192864695,0.5126791353866064
CHAD,MAYO_KEBBI_OUEST,1.1478227321342926,0.1947543530632195
CHAD,MOYEN_CHARI,1.0949798858227082,0.4728707863324893
CHAD,NDJAMENA,1.1910386804980568,0.6858232041434258
CHAD,OUADDAI,1.378861998355638,0.6307207074677296
CHAD,SALAMAT,1.3683283882852806,0.6152020105831129
CHAD,TANDJILE,1.6175172279140235,0.3256888263063399
CHAD,TIBESTI,1.1910991883329658,0.4177797807827861
CHAD,WADI_FIRA,1.140687306114168,0.3016663404072354
CONGO,BOUENZA,0.2629424259266126,-0.2396171938886975
CONGO,BRAZZAVILLE,0.2501526676714503,-0.3137972245912466
CONGO,CUVETTE,0.3363087632106133,-0.113265631309034
CONGO,CUVETTE_OUEST,0.3438201166282763,-0.061324593643123
CONGO,KOUILOU,0.7606645708706327,-0.223653925697999
CONGO,LEKOUMOU,0.6422463437462501,-0.1696337120266723
CONGO,LIKOUALA,0.5666751023533747,-0.0605311998065938
CONGO,NIARI,0.6434259084684356,-0.1706474994388211
CONGO,PLATEAUX,0.3219212206801536,-0.1235353648332407
CONGO,POINTE_NOIRE,-0.2916954195378702,-0.2916812009725301
CONGO,POOL,0.2750418106155235,-0.2253612598078057
CONGO,SANGHA,0.4450639067667579,0.0564540549072249
COTE_DIVOIRE,ABIDJAN_1,-0.176413359305653,-0.6456106276321824
COTE_DIVOIRE,ABIDJAN_2,-0.0893914360070441,-0.654235779603152
COTE_DIVOIRE,AGNEBY_TIASSA,0.8166770868898933,-0.5734898840541242
COTE_DIVOIRE,BAFING,1.3509265418605427,-0.5612403902919649
COTE_DIVOIRE,BAGOUE,1.4428268668648248,-0.546646497117012
COTE_DIVOIRE,BELIER,1.0012853037435017,-0.6007122524757151
COTE_DIVOIRE,BERE,1.3877442021835682,-0.5596642141085233
COTE_DIVOIRE,BOUNKANI,1.543165054522365,-0.5341868940204213
COTE_DIVOIRE,CAVALLY,1.4124070197931975,-0.6258984137847736
COTE_DIVOIRE,FOLON,1.3626202025434309,-0.5143918521369776
COTE_DIVOIRE,GBEKE,1.12617408129887,-0.6105717054768318
COTE_DIVOIRE,GBOKLE,1.1422994024903017,-0.6395142137411481
COTE_DIVOIRE,GOH,1.1813875118216246,-0.6488353857345895
COTE_DIVOIRE,GONTOUGO,1.177217681245751,-0.5833161209722344
COTE_DIVOIRE,GRANDS_PONTS,0.7677737400413681,-0.6435015912957344
COTE_DIVOIRE,GUEMON,1.5054546932585005,-0.6030858257087669
COTE_DIVOIRE,HAMBOL,1.3153521786883746,-0.5534748794387557
COTE_DIVOIRE,HAUT_SASSANDRA,1.6501792006938771,-0.5292430927317677
COTE_DIVOIRE,IFOU,0.9602562948441784,-0.5971742725461184
COTE_DIVOIRE,INDENIE_DJUABLIN,0.90487430113506,-0.5895432455703205
COTE_DIVOIRE,KABADOUGOU,1.5483337151317969,-0.4935591926114192
COTE_DIVOIRE,LOH_DJIBOUA,1.411954679800394,-0.6607019087037781
COTE_DIVOIRE,MARAHOUE,1.2485432872593163,-0.5867865138950242
COTE_DIVOIRE,ME,0.7403502057238099,-0.5934641459479082
COTE_DIVOIRE,MORONOU,0.7991502528350555,-0.6105965965444927
COTE_DIVOIRE,NAWA,1.7323062713458186,-0.6692043197919556
COTE_DIVOIRE,NZI,0.8927319002101963,-0.5944763483994945
COTE_DIVOIRE,PORO,1.5614766512988147,-0.5585823240928394
COTE_DIVOIRE,SAN_PEDRO,1.7574948987941534,-0.6238182128770383
COTE_DIVOIRE,SUD_COMOE,0.7026585738253468,-0.6208848387384559
COTE_DIVOIRE,TCHOLOGO,1.5533593480405534,-0.5588898390305707
COTE_DIVOIRE,TONKPI,1.6082533863760924,-0.6315629061648532
COTE_DIVOIRE,WORODOUGOU,1.356558226951515,-0.5815084112886094
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,BAS_UELE,1.7224166530134668,-0.231438565534843
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,EQUATEUR,1.3986808806198194,-0.2856505230332892
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,HAUT_KATANGA,2.067041043532751,-0.1305430684255217
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,HAUT_LOMAMI,1.89957367449883,0.5419290556699615
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,HAUT_UELE,1.003173886614373,-0.0649073747045271
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,ITURI,1.0319645456539512,-0.1031272402616298
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,KASAI,1.1185473965179262,-0.0674258824652311
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,KASAI_CENTRAL,0.6293020855373903,-0.2034349236131357
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,KASAI_ORIENTAL,1.6925390361051933,-0.7472562281615184
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,KINSHASA,0.4172152030594486,-0.357293207256667
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,KONGO_CENTRAL,1.027310409193674,-0.3486303959918291
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,KWANGO,1.1834437532378244,-0.3868944058291774
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,KWILU,1.6299643061118971,-0.3617439111895007
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,LOMAMI,0.9700278230914756,-0.2302332746038926
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,LUALABA,1.6156229500868755,-0.3043235007337598
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,MAINDOMBE,1.6675538590900938,0.1052705500843898
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,MANIEMA,1.7209182252171318,-0.271036558787564
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,MONGALA,2.264864323482646,-0.120898670289938
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,NORD_KIVU,1.1918214391405435,0.1274500799780886
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,NORD_UBANGI,1.1928487733777275,-0.0548095464233965
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,SANKURU,1.948503905993409,-0.5257797740778579
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,SUD_KIVU,1.208301290768419,0.266793315986941
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,SUD_UBANGI,1.1932169432061972,-0.3286934253194087
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,TANGANYIKA,2.8961145728565816,0.1654103284994017
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,TSHOPO,1.6156053190529098,0.4396394150004561
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,TSHUAPA,1.0405358478067432,-0.25097950459673
DJIBOUTI,ALI_SABIEH,-1.0607336472812137,0.3703323771357038
DJIBOUTI,ARTA,-1.0756864625048828,0.3047085008498421
DJIBOUTI,DIKHIL,-1.0568575826470676,0.3259441418911868
DJIBOUTI,DJIBOUTI,-1.103602875062868,0.3446913130779389
DJIBOUTI,OBOCK,-1.025058644672667,0.1953607782237059
DJIBOUTI,TADJOURAH,-1.037532749588686,0.2589947883294861
EGYPT,ALEXANDRIA,-1.7554429012116362,-0.0256953747572823
EGYPT,ASSIUT,-1.4417162295458004,-0.0384901425770009
EGYPT,ASWAN,-1.4264064995134371,-0.1004015721503554
EGYPT,BEHEIRA,-1.7349715033769788,-0.0405566513172447
EGYPT,BENI_SUEF,-1.6736208985008674,-0.0195377082149731
EGYPT,CAIRO,-1.7673340723522952,-0.0129932102732926
EGYPT,DAKAHLIA,-1.8149814066980487,-0.0315604219447193
EGYPT,DAMIETTA,-1.8471304494539675,-0.0327018345131817
EGYPT,FAYOUM,-1.6863835318884626,-0.0346944289090185
EGYPT,GHARBIA,-1.80742887863928,-0.0161934517793338
EGYPT,GIZA,-1.682803649779815,-0.0347245422531021
EGYPT,ISMAILIA,-1.7322889194814928,0.00010792228808006348
EGYPT,KAFR_EL_SHEIKH,-1.8061032888752373,-0.0597161564237645
EGYPT,KALIOUBIA,-1.7865432905182947,-0.0218287545545251
EGYPT,LUXOR,-1.5343776860325515,-0.0471580849744819
EGYPT,MATROUH,-1.7044470835917878,0.0141030355058811
EGYPT,MENIA,-1.5047967081039082,-0.0435049563566091
EGYPT,MENOUFIA,-1.7694874014631703,-0.0295627625040134
EGYPT,N_SINAI,-1.7673523104948046,0.0357803647893233
EGYPT,NEW_VALLEY,-1.5955941932606663,-0.0121355396532844
EGYPT,PORT_SAID,-1.759945853577736,-0.0133039778310876
EGYPT,QENA,-1.5226857934508966,-0.0585318995386584
EGYPT,RED_SEA,-1.4297270051930764,-0.0831563343207137
EGYPT,S_SINAI,-1.9550330756415293,0.0998952002057753
EGYPT,SHARKIA,-1.7876895843367917,-0.0116022642757976
EGYPT,SOHAG,-1.5331421615082463,-0.0593251809239591
EGYPT,SUEZ,-1.696929898791234,-0.0069145613051133
EQUATORIAL_GUINEA,ANNOBON,0.2881943934037275,0.0177316664185871
EQUATORIAL_GUINEA,BIOKO_NORTE,0.3598019729070317,0.0349496357938838
EQUATORIAL_GUINEA,BIOKO_SUR,0.2155154214501256,-0.0512545706903264
EQUATORIAL_GUINEA,CENTRO_SUR,0.1991112253670508,0.0285633852246041
EQUATORIAL_GUINEA,KIE_NTEM,0.1441262277204948,0.0898392723539827
EQUATORIAL_GUINEA,LITORAL,0.2564448362518942,0.0249098447968989
EQUATORIAL_GUINEA,WELE_NZAS,0.0963769448613388,0.0390546758187855
ERITREA,ANSEBA,-0.7531419723079653,-0.1408411968757243
ERITREA,CENTRAL,-0.8600042715269509,-0.0868233932974998
ERITREA,DEBUB,-0.8740252876261692,-0.0686135047545111
ERITREA,GASHBARKA,-0.5347057061607988,-0.0853824073420293
ERITREA,NORTH_RED_SEA,-0.8921128991008435,-0.0396200423892008
ERITREA,SOUTH_RED_SEA,-1.0104802383408595,0.168286558036399
ESWATINI,HHOHHO,-0.4787176599826672,-0.254604773631884
ESWATINI,LUBOMBO,-0.4725951127863116,-0.2445023771490965
ESWATINI,MANZINI,-0.4237088684553503,-0.2384331118868717
ESWATINI,SHISELWENI,-0.4498274467678922,-0.2502549877010303
ETHIOPIA,ADDIS_ABABA,-0.0730822103428949,0.2334680402070259
ETHIOPIA,AFAR,0.2481630507369363,0.2914797661297182
ETHIOPIA,AMHARA,0.4815329937465537,0.2416788627519332
ETHIOPIA,BENESHANGUL_GUMUZ,0.2158843196069847,0.0885860260991248
ETHIOPIA,DIRE_DAWA,0.4488103035630023,0.3129335254412972
ETHIOPIA,GAMBELLA,1.0286466665958134,0.3253467170971941
ETHIOPIA,HARARI,0.2996276918931737,0.2755166781487064
ETHIOPIA,OROMIYA,0.7992646213551344,0.3734832169001444
ETHIOPIA,SNNP,0.285853571839938,0.3755255239025585
ETHIOPIA,SOMALI,0.5244721094102986,0.5097699419458323
ETHIOPIA,TIGRAY,0.4542693108348868,-0.0294630658064958
GABON,ESTUAIRE,-0.9205406999241263,0.0027765866895428
GABON,HAUT_OGOOUE,-0.9108282151457946,-0.1208868608751597
GABON,LIBREVILLE,-1.0069313638540185,-0.0257209414811558
GABON,MOYEN_OGOOUE,-0.8887852479762802,-0.0497786492995184
GABON,NGOUNIE,-0.8941214456511142,-0.0932675975989069
GABON,NYANGA,-0.847274597293358,-0.1522650857676694
GABON,OGOOUE_IVINDO,-0.8939480402262631,-0.0488202840103702
GABON,OGOOUE_LOLO,-0.7832824226072659,-0.1094695622657291
GABON,OGOOUE_MARITIME,-0.8903185762128858,-0.0694510165985995
GABON,WOLEU_NTEM,-0.9818737909168036,0.0190102676877547
GAMBIA,CENTRAL_RIVER_REGION,-1.347986528500349,-0.3470790088426113
GAMBIA,LOWER_RIVER_REGION,-1.3891871384840038,-0.372439874534654
GAMBIA,NORTH_BANK_EAST_REGION,-1.372483040509815,-0.3608670649691868
GAMBIA,NORTH_BANK_WEST_REGION,-1.385165762005427,-0.3802668044773493
GAMBIA,UPPER_RIVER_REGION,-1.3708865713319465,-0.3566859196826449
GAMBIA,WESTERN_REGION_1,-1.485036479429438,-0.3630472973715702
GAMBIA,WESTERN_REGION_2,-1.4494910402813033,-0.3718787978245362
GHANA,AHAFO,0.9096345974082424,-0.6267422945122089
GHANA,ASHANTI,0.5529305790256174,-0.623197940939804
GHANA,BONO,1.327339468911592,-0.6014946338714438
GHANA,BONO_EAST,0.9577646009250804,-0.5206868111294521
GHANA,CENTRAL,0.0976990422306333,-0.5711880960750905
GHANA,EASTERN,0.1121247900452317,-0.5241826476140158
GHANA,GREATER_ACCRA,0.114881792688881,-0.5454251010724095
GHANA,NORTH_EAST,1.1239971342747677,-0.3962086707875183
GHANA,NORTHERN,1.2386614733950934,-0.3842988658764191
GHANA,OTI,0.8758060416172246,-0.3853614054987559
GHANA,SAVANNAH,1.2604744623706936,-0.3951803683964595
GHANA,UPPER_EAST,0.6941913373321869,-0.4591641374104672
GHANA,UPPER_WEST,0.7176261922663933,-0.4586065937266703
GHANA,VOLTA,0.4603867094300017,-0.4078388389033873
GHANA,WESTERN,0.406899555045632,-0.5860884138047584
GHANA,WESTERN_NORTH,0.4663995165498527,-0.6043067923533331
GUINEA,BOKE,1.5905156328416958,-0.3321106413697797
GUINEA,CONAKRY,0.9311849572408296,-0.6696848437122321
GUINEA,FARANAH,1.5484358521379211,-0.4366420174394871
GUINEA,KANKAN,2.240767054060444,-0.30042012921146
GUINEA,KINDIA,1.5138142534545558,-0.3629738638126919
GUINEA,LABE,1.037249886642002,-0.4557410333901703
GUINEA,MAMOU,1.419706565419817,-0.4100070677251511
GUINEA,NZEREKORE,1.7416081336027982,-0.5762908653078477
GUINEA_BISSAU,BAFATA,-0.5967898081366289,-0.371339127694947
GUINEA_BISSAU,BIJAGOS,-0.6325279876099987,-0.3564190206824686
GUINEA_BISSAU,BIOMBO,-0.1750697818117376,-0.3951380261723633
GUINEA_BISSAU,BISSAU,0.2353851349826951,-0.4095424893404262
GUINEA_BISSAU,BOLAMA,-0.5825070125680866,-0.3751386184089785
GUINEA_BISSAU,CACHEU,-0.6205135248309848,-0.3815917299853421
GUINEA_BISSAU,FARIM,-0.5980047079238895,-0.3851737133877739
GUINEA_BISSAU,GABU,-0.6590797122310189,-0.3772019812169853
GUINEA_BISSAU,OIO,-0.4521132996926684,-0.3545359507517156
GUINEA_BISSAU,QUINARA,-0.4071197379504244,-0.3762025285137318
GUINEA_BISSAU,TOMBALI,-0.5738751702775329,-0.3747572345075577
KENYA,BARINGO,-0.7168816760341786,0.1513028189535356
KENYA,BOMET,-0.8253416414946292,0.1255716113157721
KENYA,BUNGOMA,-0.8377904809431866,0.1280736852301159
KENYA,BUSIA,-0.8579526403186905,0.0922290672040432
KENYA,ELGEYO_MARAKWET,-0.7425854339769097,0.1320528057228236
KENYA,EMBU,-0.7605640079186102,0.1669957312738084
KENYA,GARISSA,1.0122801693460164,0.3055639809626612
KENYA,HOMA_BAY,-0.8463089135995819,0.0968660294960193
KENYA,ISIOLO,-0.4070950433174544,0.2305243530582852
KENYA,KAJIADO,-0.8055631644411427,0.11917984292407
KENYA,KAKAMEGA,-0.8968397934176687,0.1172676262812481
KENYA,KERICHO,-0.8203428779887818,0.1228374223331531
KENYA,KIAMBU,-0.8242984356209552,0.1186737998175035
KENYA,KILIFI,-0.7504269067683833,0.1271629930643869
